query_id,query_text,city,user_lat,user_lon,poi_id,poi_name,poi_address,poi_lat,poi_lon,distance_km
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:0f926c78958912b11d,景洪志远康宁客客栈(西双版纳嘎洒国际机场高铁站店),云南省 景洪市 嘎洒镇曼占宰村委会曼喃村民小组149号,21.982162,100.777037,393.8192935806585
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:be2b489cffbdf62e5c,站前客栈(西双版纳高铁站店),云南省 景洪市 嘎洒镇曼占宰村委会曼喃村142号,21.982250,100.776717,393.8277825716938
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:fcb26cc7b2c57cebb8,景洪高铁大酒店(西双版纳嘎洒机场高铁站店),云南省 景洪市 嘎洒镇机场东路188米,21.979975,100.775450,394.1119677128266
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:9b176d8ad3db7afe84,维也纳国际酒店(西双版纳机场高铁站店),云南省 景洪市 机场公路oyo号,21.982729,100.777287,393.7519382799536
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:2f8d1eb63cdef08e55,景洪艾宰泰客栈(嘎洒机场高铁店),云南省 景洪市 曼喃新村96号,21.981886,100.777686,393.8114014611477
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:c2b784365519ae2846,景洪简雅民宿(嘎洒机场高铁站店),云南省 景洪市 嘎洒镇曼喃新村68号,21.980676,100.776964,393.96509236469933
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:05d77782734a0a4dc3,西双版纳景洪雨之林民宿,云南省 景洪市 允景洪街道镜与森林别墅西143米,21.988338,100.772831,393.45207352633406
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:7b967c2033af732cb4,景洪嘎洒云尚民宿,云南省 景洪市 曼喃佛寺东南(俊熙烟酒楼上),21.979256,100.775197,394.19400016202906
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:95ef67c469f2fec104,壹品顶苑美宿,云南省 景洪市 勐腊路88号1栋13楼,21.988280,100.775991,393.29038797522117
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:966fc600e7cc635c87,合欢苑民宿(机场公路2号分店),云南省 景洪市 曼喃新村121号,21.981925,100.777468,393.8191814079784
mobilitybench_q_b73a09cec2435c4322,西双版纳车站附近的酒店,昆明市,25.012107,102.777094,mobilitybench:f22f1333b4ef7237ce,西双版纳站,云南省 景洪市 嘎洒镇曼暖龙村,21.983691,100.773372,393.86693629446165
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:a1055ed1e630133b11,菜鸟驿站,新疆维吾尔自治区 阿克苏市 晶水路与幸福南路交叉口西200米,41.160839,80.279659,127.17471958211644
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:9a86cd4d2b047c8705,驿收发快递驿站,新疆维吾尔自治区 阿克苏市 300县道与628乡道交叉口东南500米,41.121225,80.282475,131.35274499748564
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:95496297ddca9ff0be,妈妈驿站,新疆维吾尔自治区 阿克苏市 团结东路与幸福北路交叉口东340米,41.170676,80.282195,126.06472864173637
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:54a803764e487454a8,驿收发快递驿站(上海东路店),新疆维吾尔自治区 阿克苏市 上海路97号,41.177935,80.303200,124.8124669505017
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:69de85c0e7e4cb66ac,圆通妈妈驿站五队,新疆维吾尔自治区 阿克苏市 北京路24号,41.178877,80.308026,124.60506098094163
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:0af2d39429d3f3b921,圆通速递妈妈驿站(吾家商店),新疆维吾尔自治区 温宿县 南工业园区绿色家园后门,41.149371,80.377060,126.41905487966856
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:26ecc894e6fbe4437b,广邮驿站,新疆维吾尔自治区 温宿县 库车西路与长沙路交叉口东北220米,41.141011,80.380227,127.27152439545844
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:4f556b3eaf96d0b821,家有驿站,新疆维吾尔自治区 阿克苏市 泽水源水疗会所北侧,41.224776,80.318820,119.44391578654721
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,mobilitybench:86bde4be4ce7919aeb,阿克苏站,新疆维吾尔自治区 阿克苏市 中原路与交通路交汇处,41.144762,80.306080,128.31142828170042
mobilitybench_q_f64dbc7ecfbc06ddf2,找个婚介所附近的婚介所,鞍山市,40.691009,123.519510,mobilitybench:6119145b28bcb9eebf,倾国倾城婚恋交友中心(红星国际广场店),辽宁省 铁东区 建国大道865栋,41.090730,122.976000,63.739982025316834
mobilitybench_q_f64dbc7ecfbc06ddf2,找个婚介所附近的婚介所,鞍山市,40.691009,123.519510,mobilitybench:b48bae572d8a8817a7,鞍山市婚姻家庭纠纷调解有事好商量工作室,辽宁省 铁西区 铁西九道街东南侧,41.093655,122.960284,64.91655314199768
mobilitybench_q_f64dbc7ecfbc06ddf2,找个婚介所附近的婚介所,鞍山市,40.691009,123.519510,mobilitybench:33767c9b15d5ed8d7e,众邦家政(爱民街店),辽宁省 铁东区 爱民街3栋64号,41.102923,122.985746,64.11387923478759
mobilitybench_q_f64dbc7ecfbc06ddf2,找个婚介所附近的婚介所,鞍山市,40.691009,123.519510,mobilitybench:1704ef1920d2cbea1c,诗情婚介,辽宁省 铁东区 铁东二道街与工农街交叉口西南80米,41.108215,122.987544,64.42936583845479
mobilitybench_q_4cd2f734e138296a83,乌鲁木齐机场附近的酒店。,伊犁哈萨克自治州,44.404446,84.901489,mobilitybench:9102074e87548c3f86,天缘酒店,新疆维吾尔自治区 新市区 小地窝堡东街151号,43.917838,87.482912,212.89859742076843
mobilitybench_q_4cd2f734e138296a83,乌鲁木齐机场附近的酒店。,伊犁哈萨克自治州,44.404446,84.901489,mobilitybench:56bcc6491c3d5e69b4,乌鲁木齐天缘景逸酒店(天山国际机场店),新疆维吾尔自治区 新市区 乌鲁木齐高新区(新市区)机场街道迎宾路1341号北航站区过夜楼1号中国(新疆)自由贸易试验区,43.917798,87.486157,213.15012263687774
mobilitybench_q_4cd2f734e138296a83,乌鲁木齐机场附近的酒店。,伊犁哈萨克自治州,44.404446,84.901489,mobilitybench:be369154d6d60dedf4,乌鲁木齐天缘景瑞酒店(天山国际机场店),新疆维吾尔自治区 新市区 东进场路(国际机场北地铁站东南400米),43.916964,87.486933,213.23494579775934
mobilitybench_q_4cd2f734e138296a83,乌鲁木齐机场附近的酒店。,伊犁哈萨克自治州,44.404446,84.901489,mobilitybench:a33f1fffd980143a3f,机场宾馆,新疆维吾尔自治区 新市区 迎宾路1341号,43.902092,87.479352,213.10261283532904
mobilitybench_q_4cd2f734e138296a83,乌鲁木齐机场附近的酒店。,伊犁哈萨克自治州,44.404446,84.901489,mobilitybench:df24b77c6e8d48e339,天缘太空舱酒店(乌鲁木齐T2店),新疆维吾尔自治区 新市区 迎宾路街道1341号地窝堡机场T2航站楼到达厅,43.901393,87.475874,212.85646763665423
mobilitybench_q_4cd2f734e138296a83,乌鲁木齐机场附近的酒店。,伊犁哈萨克自治州,44.404446,84.901489,mobilitybench:52d53e961a64a1e166,迎缤一号精品酒店(天山国际机场店),新疆维吾尔自治区 新市区 乌鲁木齐高新区迎宾北一路146号13号楼,43.905128,87.495913,214.28493099314528
mobilitybench_q_4cd2f734e138296a83,乌鲁木齐机场附近的酒店。,伊犁哈萨克自治州,44.404446,84.901489,mobilitybench:ea3f9624bb7472c0f8,酷野未来酒店(天山国际机场店),新疆维吾尔自治区 新市区 迎宾路1341号国际机场培训中心6号,43.900334,87.479614,213.17703944497785
